client_id,cutoff_date,target_next_recurring_merchant
U007323,2025-10-01,streaming
U007324,2025-10-01,none
U007325,2025-10-01,none
U007326,2025-10-01,insurance
U007327,2025-10-01,cloud
U007328,2025-10-01,none
U007329,2025-10-01,music
U007330,2025-10-01,none
U007331,2025-10-01,gym
U007332,2025-10-01,none
U007333,2025-10-01,streaming
U007334,2025-10-01,music
U007335,2025-10-01,none
U007336,2025-10-01,insurance
U007337,2025-10-01,streaming
U007338,2025-10-01,mobile
U007339,2025-10-01,none
U007340,2025-10-01,mobile
U007341,2025-10-01,music
U007342,2025-10-01,streaming
U007343,2025-10-01,none
U007344,2025-10-01,streaming
U007345,2025-10-01,none
U007346,2025-10-01,insurance
U007347,2025-10-01,software
U007348,2025-10-01,none
U007349,2025-10-01,none
U007350,2025-10-01,cloud
U007351,2025-10-01,insurance
U007352,2025-10-01,cloud
U007353,2025-10-01,insurance
U007354,2025-10-01,none
U007355,2025-10-01,gym
U007356,2025-10-01,none
U007357,2025-10-01,mobile
U007358,2025-10-01,cloud
U007359,2025-10-01,gym
U007360,2025-10-01,music
U007361,2025-10-01,none
U007362,2025-10-01,none
U007363,2025-10-01,software
U007364,2025-10-01,software
U007365,2025-10-01,none
U007366,2025-10-01,software
U007367,2025-10-01,music
U007368,2025-10-01,none
U007369,2025-10-01,mobile
U007370,2025-10-01,none
U007371,2025-10-01,gym
U007372,2025-10-01,none
U007373,2025-10-01,gym
U007374,2025-10-01,insurance
U007375,2025-10-01,music
U007376,2025-10-01,insurance
U007377,2025-10-01,none
U007378,2025-10-01,streaming
U007379,2025-10-01,none
U007380,2025-10-01,none
U007381,2025-10-01,cloud
U007382,2025-10-01,mobile
U007383,2025-10-01,insurance
U007384,2025-10-01,cloud
U007385,2025-10-01,gym
U007386,2025-10-01,none
U007387,2025-10-01,mobile
U007388,2025-10-01,music
U007389,2025-10-01,none
U007390,2025-10-01,insurance
U007391,2025-10-01,cloud
U007392,2025-10-01,none
U007393,2025-10-01,software
U007394,2025-10-01,cloud
U007395,2025-10-01,mobile
U007396,2025-10-01,none
U007397,2025-10-01,streaming
U007398,2025-10-01,streaming
U007399,2025-10-01,cloud
U007400,2025-10-01,none
U007401,2025-10-01,cloud
U007402,2025-10-01,none
U007403,2025-10-01,mobile
U007404,2025-10-01,music
U007405,2025-10-01,streaming
U007406,2025-10-01,none
U007407,2025-10-01,none
U007408,2025-10-01,streaming
U007409,2025-10-01,gym
U007410,2025-10-01,none
U007411,2025-10-01,streaming
U007412,2025-10-01,none
U007413,2025-10-01,software
U007414,2025-10-01,software
U007415,2025-10-01,insurance
U007416,2025-10-01,insurance
U007417,2025-10-01,none
U007418,2025-10-01,streaming
U007419,2025-10-01,none
U007420,2025-10-01,software
U007421,2025-10-01,mobile
U007422,2025-10-01,insurance
U007423,2025-10-01,gym
U007424,2025-10-01,none
U007425,2025-10-01,mobile
U007426,2025-10-01,mobile
U007427,2025-10-01,mobile
U007428,2025-10-01,gym
U007429,2025-10-01,none
U007430,2025-10-01,none
U007431,2025-10-01,gym
U007432,2025-10-01,cloud
U007433,2025-10-01,none
U007434,2025-10-01,gym
U007435,2025-10-01,streaming
U007436,2025-10-01,cloud
U007437,2025-10-01,software
U007438,2025-10-01,none
U007439,2025-10-01,gym
U007440,2025-10-01,music
U007441,2025-10-01,none
U007442,2025-10-01,mobile
U007443,2025-10-01,cloud
U007444,2025-10-01,streaming
U007445,2025-10-01,none
U007446,2025-10-01,none
U007447,2025-10-01,insurance
U007448,2025-10-01,cloud
U007449,2025-10-01,software
U007450,2025-10-01,streaming
U007451,2025-10-01,none
U007452,2025-10-01,none
U007453,2025-10-01,music
U007454,2025-10-01,none
U007455,2025-10-01,insurance
U007456,2025-10-01,software
U007457,2025-10-01,none
U007458,2025-10-01,music
U007459,2025-10-01,mobile
U007460,2025-10-01,insurance
U007461,2025-10-01,none
U007462,2025-10-01,mobile
U007463,2025-10-01,none
U007464,2025-10-01,software
U007465,2025-10-01,none
U007466,2025-10-01,none
U007467,2025-10-01,streaming
U007468,2025-10-01,none
U007469,2025-10-01,none
U007470,2025-10-01,software
U007471,2025-10-01,music
U007472,2025-10-01,none
U007473,2025-10-01,none
U007474,2025-10-01,none
U007475,2025-10-01,streaming
U007476,2025-10-01,gym
U007477,2025-10-01,none
U007478,2025-10-01,streaming
U007479,2025-10-01,cloud
U007480,2025-10-01,none
U007481,2025-10-01,mobile
U007482,2025-10-01,cloud
U007483,2025-10-01,none
U007484,2025-10-01,none
U007485,2025-10-01,software
U007486,2025-10-01,insurance
U007487,2025-10-01,none
U007488,2025-10-01,none
U007489,2025-10-01,mobile
U007490,2025-10-01,none
U007491,2025-10-01,insurance
U007492,2025-10-01,gym
U007493,2025-10-01,mobile
U007494,2025-10-01,none
U007495,2025-10-01,insurance
U007496,2025-10-01,mobile
U007497,2025-10-01,none
U007498,2025-10-01,none
U007499,2025-10-01,gym
U007500,2025-10-01,streaming
U007501,2025-10-01,mobile
U007502,2025-10-01,none
U007503,2025-10-01,insurance
U007504,2025-10-01,none
U007505,2025-10-01,mobile
U007506,2025-10-01,music
U007507,2025-10-01,music
U007508,2025-10-01,none
U007509,2025-10-01,gym
U007510,2025-10-01,music
U007511,2025-10-01,streaming
U007512,2025-10-01,streaming
U007513,2025-10-01,mobile
U007514,2025-10-01,insurance
U007515,2025-10-01,insurance
U007516,2025-10-01,software
U007517,2025-10-01,streaming
U007518,2025-10-01,cloud
U007519,2025-10-01,none
U007520,2025-10-01,none
U007521,2025-10-01,cloud
U007522,2025-10-01,insurance
U007523,2025-10-01,music
U007524,2025-10-01,cloud
U007525,2025-10-01,cloud
U007526,2025-10-01,mobile
U007527,2025-10-01,software
U007528,2025-10-01,cloud
U007529,2025-10-01,none
U007530,2025-10-01,none
U007531,2025-10-01,software
U007532,2025-10-01,mobile
U007533,2025-10-01,insurance
U007534,2025-10-01,none
U007535,2025-10-01,none
U007536,2025-10-01,music
U007537,2025-10-01,cloud
U007538,2025-10-01,cloud
U007539,2025-10-01,cloud
U007540,2025-10-01,software
U007541,2025-10-01,music
U007542,2025-10-01,none
U007543,2025-10-01,streaming
U007544,2025-10-01,gym
U007545,2025-10-01,software
U007546,2025-10-01,none
U007547,2025-10-01,music
U007548,2025-10-01,streaming
U007549,2025-10-01,streaming
U007550,2025-10-01,software
U007551,2025-10-01,music
U007552,2025-10-01,none
U007553,2025-10-01,software
U007554,2025-10-01,none
U007555,2025-10-01,streaming
U007556,2025-10-01,none
U007557,2025-10-01,none
U007558,2025-10-01,insurance
U007559,2025-10-01,streaming
U007560,2025-10-01,streaming
U007561,2025-10-01,music
U007562,2025-10-01,streaming
U007563,2025-10-01,cloud
U007564,2025-10-01,none
U007565,2025-10-01,none
U007566,2025-10-01,gym
U007567,2025-10-01,cloud
U007568,2025-10-01,music
U007569,2025-10-01,none
U007570,2025-10-01,none
U007571,2025-10-01,music
U007572,2025-10-01,music
U007573,2025-10-01,streaming
U007574,2025-10-01,none
U007575,2025-10-01,software
U007576,2025-10-01,mobile
U007577,2025-10-01,none
U007578,2025-10-01,none
U007579,2025-10-01,software
U007580,2025-10-01,mobile
U007581,2025-10-01,none
U007582,2025-10-01,software
U007583,2025-10-01,music
U007584,2025-10-01,streaming
U007585,2025-10-01,none
U007586,2025-10-01,music
U007587,2025-10-01,insurance
U007588,2025-10-01,none
U007589,2025-10-01,insurance
U007590,2025-10-01,none
U007591,2025-10-01,insurance
U007592,2025-10-01,gym
U007593,2025-10-01,none
U007594,2025-10-01,cloud
U007595,2025-10-01,gym
U007596,2025-10-01,none
U007597,2025-10-01,cloud
U007598,2025-10-01,gym
U007599,2025-10-01,software
U007600,2025-10-01,mobile
U007601,2025-10-01,none
U007602,2025-10-01,none
U007603,2025-10-01,streaming
U007604,2025-10-01,mobile
U007605,2025-10-01,none
U007606,2025-10-01,cloud
U007607,2025-10-01,none
U007608,2025-10-01,cloud
U007609,2025-10-01,streaming
U007610,2025-10-01,none
U007611,2025-10-01,none
U007612,2025-10-01,cloud
U007613,2025-10-01,software
U007614,2025-10-01,cloud
U007615,2025-10-01,cloud
U007616,2025-10-01,none
U007617,2025-10-01,none
U007618,2025-10-01,mobile
U007619,2025-10-01,mobile
U007620,2025-10-01,insurance
U007621,2025-10-01,none
U007622,2025-10-01,none
U007623,2025-10-01,none
U007624,2025-10-01,gym
U007625,2025-10-01,none
U007626,2025-10-01,mobile
U007627,2025-10-01,none
U007628,2025-10-01,insurance
U007629,2025-10-01,none
U007630,2025-10-01,cloud
U007631,2025-10-01,gym
U007632,2025-10-01,none
U007633,2025-10-01,music
U007634,2025-10-01,music
U007635,2025-10-01,none
U007636,2025-10-01,streaming
U007637,2025-10-01,gym
U007638,2025-10-01,none
U007639,2025-10-01,none
U007640,2025-10-01,none
U007641,2025-10-01,software
U007642,2025-10-01,none
U007643,2025-10-01,mobile
U007644,2025-10-01,none
U007645,2025-10-01,none
U007646,2025-10-01,none
U007647,2025-10-01,software
U007648,2025-10-01,none
U007649,2025-10-01,software
U007650,2025-10-01,gym
U007651,2025-10-01,none
U007652,2025-10-01,gym
U007653,2025-10-01,cloud
U007654,2025-10-01,software
U007655,2025-10-01,music
U007656,2025-10-01,none
U007657,2025-10-01,mobile
U007658,2025-10-01,none
U007659,2025-10-01,none
U007660,2025-10-01,streaming
U007661,2025-10-01,none
U007662,2025-10-01,gym
U007663,2025-10-01,music
U007664,2025-10-01,insurance
U007665,2025-10-01,streaming
U007666,2025-10-01,none
U007667,2025-10-01,cloud
U007668,2025-10-01,streaming
U007669,2025-10-01,mobile
U007670,2025-10-01,cloud
U007671,2025-10-01,none
U007672,2025-10-01,none
U007673,2025-10-01,none
U007674,2025-10-01,none
U007675,2025-10-01,mobile
U007676,2025-10-01,gym
U007677,2025-10-01,cloud
U007678,2025-10-01,cloud
U007679,2025-10-01,streaming
U007680,2025-10-01,cloud
U007681,2025-10-01,none
U007682,2025-10-01,mobile
U007683,2025-10-01,streaming
U007684,2025-10-01,gym
U007685,2025-10-01,music
U007686,2025-10-01,none
U007687,2025-10-01,gym
U007688,2025-10-01,mobile
U007689,2025-10-01,none
U007690,2025-10-01,none
U007691,2025-10-01,none
U007692,2025-10-01,none
U007693,2025-10-01,software
U007694,2025-10-01,software
U007695,2025-10-01,cloud
U007696,2025-10-01,insurance
U007697,2025-10-01,gym
U007698,2025-10-01,music
U007699,2025-10-01,none
U007700,2025-10-01,none
U007701,2025-10-01,cloud
U007702,2025-10-01,none
U007703,2025-10-01,software
U007704,2025-10-01,cloud
U007705,2025-10-01,none
U007706,2025-10-01,music
U007707,2025-10-01,cloud
U007708,2025-10-01,none
U007709,2025-10-01,music
U007710,2025-10-01,music
U007711,2025-10-01,insurance
U007712,2025-10-01,none
U007713,2025-10-01,none
U007714,2025-10-01,music
U007715,2025-10-01,mobile
U007716,2025-10-01,none
U007717,2025-10-01,none
U007718,2025-10-01,none
U007719,2025-10-01,music
U007720,2025-10-01,none
U007721,2025-10-01,none
U007722,2025-10-01,none
U007723,2025-10-01,none
U007724,2025-10-01,gym
U007725,2025-10-01,music
U007726,2025-10-01,none
U007727,2025-10-01,insurance
U007728,2025-10-01,none
U007729,2025-10-01,none
U007730,2025-10-01,none
U007731,2025-10-01,streaming
U007732,2025-10-01,none
U007733,2025-10-01,music
U007734,2025-10-01,mobile
U007735,2025-10-01,none
U007736,2025-10-01,streaming
U007737,2025-10-01,streaming
U007738,2025-10-01,none
U007739,2025-10-01,none
U007740,2025-10-01,insurance
U007741,2025-10-01,mobile
U007742,2025-10-01,gym
U007743,2025-10-01,cloud
U007744,2025-10-01,none
U007745,2025-10-01,gym
U007746,2025-10-01,insurance
U007747,2025-10-01,insurance
U007748,2025-10-01,streaming
U007749,2025-10-01,music
U007750,2025-10-01,software
U007751,2025-10-01,music
U007752,2025-10-01,mobile
U007753,2025-10-01,streaming
U007754,2025-10-01,mobile
U007755,2025-10-01,none
U007756,2025-10-01,insurance
U007757,2025-10-01,gym
U007758,2025-10-01,streaming
U007759,2025-10-01,none
U007760,2025-10-01,none
U007761,2025-10-01,cloud
U007762,2025-10-01,none
U007763,2025-10-01,music
U007764,2025-10-01,cloud
U007765,2025-10-01,cloud
U007766,2025-10-01,music
U007767,2025-10-01,gym
U007768,2025-10-01,music
U007769,2025-10-01,mobile
U007770,2025-10-01,none
U007771,2025-10-01,software
U007772,2025-10-01,streaming
U007773,2025-10-01,software
U007774,2025-10-01,none
U007775,2025-10-01,none
U007776,2025-10-01,software
U007777,2025-10-01,none
U007778,2025-10-01,software
U007779,2025-10-01,cloud
U007780,2025-10-01,music
U007781,2025-10-01,software
U007782,2025-10-01,cloud
U007783,2025-10-01,software
U007784,2025-10-01,music
U007785,2025-10-01,streaming
U007786,2025-10-01,none
U007787,2025-10-01,insurance
U007788,2025-10-01,music
U007789,2025-10-01,mobile
U007790,2025-10-01,gym
U007791,2025-10-01,mobile
U007792,2025-10-01,none
U007793,2025-10-01,cloud
U007794,2025-10-01,software
U007795,2025-10-01,cloud
U007796,2025-10-01,none
U007797,2025-10-01,mobile
U007798,2025-10-01,insurance
U007799,2025-10-01,cloud
U007800,2025-10-01,none
U007801,2025-10-01,none
U007802,2025-10-01,music
U007803,2025-10-01,gym
U007804,2025-10-01,mobile
U007805,2025-10-01,music
U007806,2025-10-01,streaming
U007807,2025-10-01,none
U007808,2025-10-01,music
U007809,2025-10-01,mobile
U007810,2025-10-01,software
U007811,2025-10-01,music
U007812,2025-10-01,none
U007813,2025-10-01,none
U007814,2025-10-01,mobile
U007815,2025-10-01,mobile
U007816,2025-10-01,none
U007817,2025-10-01,mobile
U007818,2025-10-01,insurance
U007819,2025-10-01,none
U007820,2025-10-01,streaming
U007821,2025-10-01,none
U007822,2025-10-01,none
U007823,2025-10-01,mobile
U007824,2025-10-01,none
U007825,2025-10-01,insurance
U007826,2025-10-01,none
U007827,2025-10-01,none
U007828,2025-10-01,cloud
U007829,2025-10-01,insurance
U007830,2025-10-01,software
U007831,2025-10-01,software
U007832,2025-10-01,cloud
U007833,2025-10-01,cloud
U007834,2025-10-01,software
U007835,2025-10-01,streaming
U007836,2025-10-01,cloud
U007837,2025-10-01,cloud
U007838,2025-10-01,mobile
U007839,2025-10-01,none
U007840,2025-10-01,cloud
U007841,2025-10-01,gym
U007842,2025-10-01,gym
U007843,2025-10-01,gym
U007844,2025-10-01,none
U007845,2025-10-01,none
U007846,2025-10-01,music
U007847,2025-10-01,none
U007848,2025-10-01,software
U007849,2025-10-01,mobile
U007850,2025-10-01,none
U007851,2025-10-01,streaming
U007852,2025-10-01,streaming
U007853,2025-10-01,streaming
U007854,2025-10-01,insurance
U007855,2025-10-01,insurance
U007856,2025-10-01,none
U007857,2025-10-01,none
U007858,2025-10-01,gym
U007859,2025-10-01,music
U007860,2025-10-01,insurance
U007861,2025-10-01,none
U007862,2025-10-01,none
U007863,2025-10-01,none
U007864,2025-10-01,none
U007865,2025-10-01,software
U007866,2025-10-01,none
U007867,2025-10-01,software
U007868,2025-10-01,software
U007869,2025-10-01,none
U007870,2025-10-01,cloud
U007871,2025-10-01,music
U007872,2025-10-01,none
U007873,2025-10-01,gym
U007874,2025-10-01,none
U007875,2025-10-01,gym
U007876,2025-10-01,music
U007877,2025-10-01,insurance
U007878,2025-10-01,none
U007879,2025-10-01,gym
U007880,2025-10-01,cloud
U007881,2025-10-01,none
U007882,2025-10-01,none
U007883,2025-10-01,none
U007884,2025-10-01,insurance
U007885,2025-10-01,none
U007886,2025-10-01,gym
U007887,2025-10-01,none
U007888,2025-10-01,software
U007889,2025-10-01,cloud
U007890,2025-10-01,cloud
U007891,2025-10-01,insurance
U007892,2025-10-01,none
U007893,2025-10-01,mobile
U007894,2025-10-01,software
U007895,2025-10-01,mobile
U007896,2025-10-01,none
U007897,2025-10-01,none
U007898,2025-10-01,music
U007899,2025-10-01,music
U007900,2025-10-01,streaming
U007901,2025-10-01,mobile
U007902,2025-10-01,software
U007903,2025-10-01,insurance
U007904,2025-10-01,mobile
U007905,2025-10-01,mobile
U007906,2025-10-01,streaming
U007907,2025-10-01,none
U007908,2025-10-01,insurance
U007909,2025-10-01,music
U007910,2025-10-01,music
U007911,2025-10-01,cloud
U007912,2025-10-01,none
U007913,2025-10-01,software
U007914,2025-10-01,music
U007915,2025-10-01,gym
U007916,2025-10-01,streaming
U007917,2025-10-01,gym
U007918,2025-10-01,cloud
U007919,2025-10-01,none
U007920,2025-10-01,cloud
U007921,2025-10-01,none
U007922,2025-10-01,none
U007923,2025-10-01,none
U007924,2025-10-01,music
U007925,2025-10-01,none
U007926,2025-10-01,none
U007927,2025-10-01,insurance
U007928,2025-10-01,gym
U007929,2025-10-01,streaming
U007930,2025-10-01,music
U007931,2025-10-01,gym
U007932,2025-10-01,none
U007933,2025-10-01,music
U007934,2025-10-01,software
U007935,2025-10-01,software
U007936,2025-10-01,none
U007937,2025-10-01,cloud
U007938,2025-10-01,music
U007939,2025-10-01,cloud
U007940,2025-10-01,software
U007941,2025-10-01,insurance
U007942,2025-10-01,insurance
U007943,2025-10-01,software
U007944,2025-10-01,streaming
U007945,2025-10-01,cloud
U007946,2025-10-01,mobile
U007947,2025-10-01,insurance
U007948,2025-10-01,cloud
U007949,2025-10-01,none
U007950,2025-10-01,none
U007951,2025-10-01,none
U007952,2025-10-01,music
U007953,2025-10-01,streaming
U007954,2025-10-01,none
U007955,2025-10-01,none
U007956,2025-10-01,none
U007957,2025-10-01,music
U007958,2025-10-01,cloud
U007959,2025-10-01,insurance
U007960,2025-10-01,mobile
U007961,2025-10-01,none
U007962,2025-10-01,music
U007963,2025-10-01,none
U007964,2025-10-01,software
U007965,2025-10-01,mobile
U007966,2025-10-01,mobile
U007967,2025-10-01,streaming
U007968,2025-10-01,music
U007969,2025-10-01,none
U007970,2025-10-01,streaming
U007971,2025-10-01,gym
U007972,2025-10-01,cloud
U007973,2025-10-01,software
U007974,2025-10-01,none
U007975,2025-10-01,none
U007976,2025-10-01,cloud
U007977,2025-10-01,none
U007978,2025-10-01,mobile
U007979,2025-10-01,none
U007980,2025-10-01,none
U007981,2025-10-01,insurance
U007982,2025-10-01,insurance
U007983,2025-10-01,mobile
U007984,2025-10-01,gym
U007985,2025-10-01,insurance
U007986,2025-10-01,software
U007987,2025-10-01,none
U007988,2025-10-01,software
U007989,2025-10-01,none
U007990,2025-10-01,software
U007991,2025-10-01,gym
U007992,2025-10-01,insurance
U007993,2025-10-01,gym
U007994,2025-10-01,software
U007995,2025-10-01,gym
U007996,2025-10-01,none
U007997,2025-10-01,none
U007998,2025-10-01,cloud
U007999,2025-10-01,insurance
U008000,2025-10-01,software
U008001,2025-10-01,gym
U008002,2025-10-01,software
U008003,2025-10-01,gym
U008004,2025-10-01,insurance
U008005,2025-10-01,none
U008006,2025-10-01,none
U008007,2025-10-01,none
U008008,2025-10-01,none
U008009,2025-10-01,mobile
U008010,2025-10-01,none
U008011,2025-10-01,none
U008012,2025-10-01,mobile
U008013,2025-10-01,cloud
U008014,2025-10-01,none
U008015,2025-10-01,music
U008016,2025-10-01,software
U008017,2025-10-01,music
U008018,2025-10-01,insurance
U008019,2025-10-01,none
U008020,2025-10-01,cloud
U008021,2025-10-01,none
U008022,2025-10-01,none
U008023,2025-10-01,streaming
U008024,2025-10-01,streaming
U008025,2025-10-01,none
U008026,2025-10-01,software
U008027,2025-10-01,insurance
U008028,2025-10-01,music
U008029,2025-10-01,streaming
U008030,2025-10-01,none
U008031,2025-10-01,none
U008032,2025-10-01,insurance
U008033,2025-10-01,none
U008034,2025-10-01,none
U008035,2025-10-01,none
U008036,2025-10-01,gym
U008037,2025-10-01,cloud
U008038,2025-10-01,none
U008039,2025-10-01,mobile
U008040,2025-10-01,none
U008041,2025-10-01,music
U008042,2025-10-01,streaming
U008043,2025-10-01,cloud
U008044,2025-10-01,software
U008045,2025-10-01,software
U008046,2025-10-01,music
U008047,2025-10-01,gym
U008048,2025-10-01,none
U008049,2025-10-01,insurance
U008050,2025-10-01,cloud
U008051,2025-10-01,mobile
U008052,2025-10-01,music
U008053,2025-10-01,music
U008054,2025-10-01,none
U008055,2025-10-01,none
U008056,2025-10-01,streaming
U008057,2025-10-01,mobile
U008058,2025-10-01,insurance
U008059,2025-10-01,software
U008060,2025-10-01,none
U008061,2025-10-01,insurance
U008062,2025-10-01,software
U008063,2025-10-01,gym
U008064,2025-10-01,none
U008065,2025-10-01,gym
U008066,2025-10-01,cloud
U008067,2025-10-01,none
U008068,2025-10-01,cloud
U008069,2025-10-01,mobile
U008070,2025-10-01,software
U008071,2025-10-01,streaming
U008072,2025-10-01,none
U008073,2025-10-01,cloud
U008074,2025-10-01,mobile
U008075,2025-10-01,software
U008076,2025-10-01,none
U008077,2025-10-01,none
U008078,2025-10-01,insurance
U008079,2025-10-01,gym
U008080,2025-10-01,insurance
U008081,2025-10-01,cloud
U008082,2025-10-01,streaming
U008083,2025-10-01,music
U008084,2025-10-01,gym
U008085,2025-10-01,streaming
U008086,2025-10-01,none
U008087,2025-10-01,cloud
U008088,2025-10-01,mobile
U008089,2025-10-01,gym
U008090,2025-10-01,none
U008091,2025-10-01,insurance
U008092,2025-10-01,none
U008093,2025-10-01,gym
U008094,2025-10-01,gym
U008095,2025-10-01,mobile
U008096,2025-10-01,software
U008097,2025-10-01,none
U008098,2025-10-01,none
U008099,2025-10-01,none
U008100,2025-10-01,none
U008101,2025-10-01,gym
U008102,2025-10-01,insurance
U008103,2025-10-01,software
U008104,2025-10-01,streaming
U008105,2025-10-01,cloud
U008106,2025-10-01,gym
U008107,2025-10-01,gym
U008108,2025-10-01,cloud
U008109,2025-10-01,mobile
U008110,2025-10-01,none
U008111,2025-10-01,gym
U008112,2025-10-01,none
U008113,2025-10-01,music
U008114,2025-10-01,mobile
U008115,2025-10-01,cloud
U008116,2025-10-01,mobile
U008117,2025-10-01,insurance
U008118,2025-10-01,music
U008119,2025-10-01,insurance
U008120,2025-10-01,cloud
U008121,2025-10-01,none
U008122,2025-10-01,none
U008123,2025-10-01,none
U008124,2025-10-01,none
U008125,2025-10-01,none
U008126,2025-10-01,cloud
U008127,2025-10-01,software
U008128,2025-10-01,none
U008129,2025-10-01,none
U008130,2025-10-01,insurance
U008131,2025-10-01,music
U008132,2025-10-01,mobile
U008133,2025-10-01,insurance
U008134,2025-10-01,cloud
U008135,2025-10-01,mobile
U008136,2025-10-01,none
U008137,2025-10-01,mobile
U008138,2025-10-01,cloud
U008139,2025-10-01,mobile
U008140,2025-10-01,mobile
U008141,2025-10-01,none
U008142,2025-10-01,software
U008143,2025-10-01,none
U008144,2025-10-01,none
U008145,2025-10-01,streaming
U008146,2025-10-01,music
U008147,2025-10-01,mobile
U008148,2025-10-01,none
U008149,2025-10-01,cloud
U008150,2025-10-01,none
U008151,2025-10-01,insurance
U008152,2025-10-01,streaming
U008153,2025-10-01,mobile
U008154,2025-10-01,music
U008155,2025-10-01,software
U008156,2025-10-01,music
U008157,2025-10-01,mobile
U008158,2025-10-01,mobile
U008159,2025-10-01,none
U008160,2025-10-01,none
U008161,2025-10-01,none
U008162,2025-10-01,none
U008163,2025-10-01,none
U008164,2025-10-01,gym
U008165,2025-10-01,none
U008166,2025-10-01,software
U008167,2025-10-01,none
U008168,2025-10-01,none
U008169,2025-10-01,none
U008170,2025-10-01,none
U008171,2025-10-01,music
U008172,2025-10-01,insurance
U008173,2025-10-01,cloud
U008174,2025-10-01,gym
U008175,2025-10-01,none
U008176,2025-10-01,music
U008177,2025-10-01,none
U008178,2025-10-01,mobile
U008179,2025-10-01,streaming
U008180,2025-10-01,none
U008181,2025-10-01,insurance
U008182,2025-10-01,music
U008183,2025-10-01,cloud
U008184,2025-10-01,music
U008185,2025-10-01,cloud
U008186,2025-10-01,none
U008187,2025-10-01,none
U008188,2025-10-01,streaming
U008189,2025-10-01,none
U008190,2025-10-01,music
U008191,2025-10-01,gym
U008192,2025-10-01,music
U008193,2025-10-01,cloud
U008194,2025-10-01,software
U008195,2025-10-01,music
U008196,2025-10-01,none
U008197,2025-10-01,none
U008198,2025-10-01,none
U008199,2025-10-01,cloud
U008200,2025-10-01,none
U008201,2025-10-01,mobile
U008202,2025-10-01,software
U008203,2025-10-01,insurance
U008204,2025-10-01,mobile
U008205,2025-10-01,streaming
U008206,2025-10-01,music
U008207,2025-10-01,none
U008208,2025-10-01,software
U008209,2025-10-01,none
U008210,2025-10-01,software
U008211,2025-10-01,gym
U008212,2025-10-01,mobile
U008213,2025-10-01,insurance
U008214,2025-10-01,mobile
U008215,2025-10-01,cloud
U008216,2025-10-01,software
U008217,2025-10-01,gym
U008218,2025-10-01,gym
U008219,2025-10-01,software
U008220,2025-10-01,none
U008221,2025-10-01,insurance
U008222,2025-10-01,none
U008223,2025-10-01,gym
U008224,2025-10-01,insurance
U008225,2025-10-01,gym
U008226,2025-10-01,mobile
U008227,2025-10-01,none
U008228,2025-10-01,insurance
U008229,2025-10-01,none
U008230,2025-10-01,cloud
U008231,2025-10-01,none
U008232,2025-10-01,mobile
U008233,2025-10-01,none
U008234,2025-10-01,cloud
U008235,2025-10-01,insurance
U008236,2025-10-01,insurance
U008237,2025-10-01,gym
U008238,2025-10-01,music
U008239,2025-10-01,mobile
U008240,2025-10-01,gym
U008241,2025-10-01,music
U008242,2025-10-01,insurance
U008243,2025-10-01,music
U008244,2025-10-01,none
U008245,2025-10-01,music
U008246,2025-10-01,none
U008247,2025-10-01,software
U008248,2025-10-01,none
U008249,2025-10-01,gym
U008250,2025-10-01,streaming
U008251,2025-10-01,software
U008252,2025-10-01,gym
U008253,2025-10-01,streaming
U008254,2025-10-01,streaming
U008255,2025-10-01,gym
U008256,2025-10-01,software
U008257,2025-10-01,mobile
U008258,2025-10-01,mobile
U008259,2025-10-01,none
U008260,2025-10-01,insurance
U008261,2025-10-01,cloud
U008262,2025-10-01,insurance
U008263,2025-10-01,insurance
U008264,2025-10-01,none
U008265,2025-10-01,none
U008266,2025-10-01,cloud
U008267,2025-10-01,none
U008268,2025-10-01,none
U008269,2025-10-01,none
U008270,2025-10-01,mobile
U008271,2025-10-01,insurance
U008272,2025-10-01,mobile
U008273,2025-10-01,insurance
U008274,2025-10-01,mobile
U008275,2025-10-01,none
U008276,2025-10-01,streaming
U008277,2025-10-01,music
U008278,2025-10-01,none
U008279,2025-10-01,cloud
U008280,2025-10-01,none
U008281,2025-10-01,mobile
U008282,2025-10-01,software
U008283,2025-10-01,streaming
U008284,2025-10-01,none
U008285,2025-10-01,streaming
U008286,2025-10-01,cloud
U008287,2025-10-01,gym
U008288,2025-10-01,gym
U008289,2025-10-01,insurance
U008290,2025-10-01,none
U008291,2025-10-01,none
U008292,2025-10-01,none
U008293,2025-10-01,none
U008294,2025-10-01,none
U008295,2025-10-01,cloud
U008296,2025-10-01,streaming
U008297,2025-10-01,none
U008298,2025-10-01,gym
U008299,2025-10-01,music
U008300,2025-10-01,cloud
U008301,2025-10-01,mobile
U008302,2025-10-01,gym
U008303,2025-10-01,none
U008304,2025-10-01,mobile
U008305,2025-10-01,cloud
U008306,2025-10-01,streaming
U008307,2025-10-01,cloud
U008308,2025-10-01,none
U008309,2025-10-01,mobile
U008310,2025-10-01,mobile
U008311,2025-10-01,none
U008312,2025-10-01,gym
U008313,2025-10-01,none
U008314,2025-10-01,none
U008315,2025-10-01,insurance
U008316,2025-10-01,cloud
U008317,2025-10-01,none
U008318,2025-10-01,music
U008319,2025-10-01,none
U008320,2025-10-01,none
U008321,2025-10-01,cloud
U008322,2025-10-01,cloud
U008323,2025-10-01,streaming
U008324,2025-10-01,none
U008325,2025-10-01,none
U008326,2025-10-01,mobile
U008327,2025-10-01,none
U008328,2025-10-01,cloud
U008329,2025-10-01,mobile
